# This file is generated by MACS version 2.1.0.20140616
# Command line: callpeak -t ../BAM/H3K4me3_WT_1.bam -c ../BAM/Input_WT_1.bam -f BAM --gsize 12156677 --name H3K4me3_WT_1 -q 0.01 --nomodel
# ARGUMENTS LIST:
# name = H3K4me3_WT_1
# format = BAM
# ChIP-seq file = ['../BAM/H3K4me3_WT_1.bam']
# control file = ['../BAM/Input_WT_1.bam']
# effective genome size = 1.22e+07
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 1.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off

# tag size is determined as 51 bps
# total tags in treatment: 5774180
# tags after filtering in treatment: 4073992
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.29
# total tags in control: 5875629
# tags after filtering in control: 5077659
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.14
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chrXIII	341080	341469	390	341242	155.00	17.33960	2.14874	16.60474	H3K4me3_WT_1_peak_2972
chrXIII	343030	343688	659	343373	224.00	38.03216	2.71613	37.02538	H3K4me3_WT_1_peak_2973
chrXIII	346197	347051	855	346850	270.00	61.04500	3.30343	59.53323	H3K4me3_WT_1_peak_2974
chrXIII	347580	348359	780	348111	267.00	69.04507	3.65908	67.27067	H3K4me3_WT_1_peak_2975
chrXIII	348757	349675	919	349255	214.00	36.80365	2.73307	35.81596	H3K4me3_WT_1_peak_2976
chrXIII	351596	352109	514	351876	218.00	43.17125	2.99138	42.07528	H3K4me3_WT_1_peak_2977
chrXIII	352452	352933	482	352699	169.00	23.99888	2.42854	23.18680	H3K4me3_WT_1_peak_2978
chrXIII	353772	354760	989	354130	275.00	80.39269	4.05735	78.13349	H3K4me3_WT_1_peak_2979
chrXIII	355272	355938	667	355520	282.00	77.01486	3.83198	74.91820	H3K4me3_WT_1_peak_2980
chrXIII	366072	367451	1380	366549	323.00	100.79035	4.32141	97.19230	H3K4me3_WT_1_peak_2981
chrXIII	370038	370592	555	370373	272.00	66.56397	3.50612	64.87907	H3K4me3_WT_1_peak_2982
chrXIII	379513	380095	583	379717	210.00	35.52620	2.70428	34.55855	H3K4me3_WT_1_peak_2983
chrXIII	382603	383687	1085	383267	256.00	46.77023	2.85367	45.60394	H3K4me3_WT_1_peak_2984
chrXIII	386523	387087	565	386911	219.00	45.84168	3.10650	44.69469	H3K4me3_WT_1_peak_2985
chrXIII	388681	389484	804	389017	229.00	50.47887	3.22650	49.23386	H3K4me3_WT_1_peak_2986
chrXIII	391047	391477	431	391265	230.00	41.74623	2.83246	40.67624	H3K4me3_WT_1_peak_2987
chrXIII	391984	393359	1376	392945	289.00	73.14115	3.60556	71.20561	H3K4me3_WT_1_peak_2988
chrXIII	395623	396497	875	396205	219.00	37.66423	2.73525	36.66295	H3K4me3_WT_1_peak_2989
chrXIII	396966	397738	773	397184	241.00	48.62294	3.03909	47.41766	H3K4me3_WT_1_peak_2990
chrXIII	397818	398347	530	398080	208.00	37.27132	2.80016	36.27637	H3K4me3_WT_1_peak_2991
chrXIII	399788	400452	665	400062	253.00	57.83990	3.32375	56.41626	H3K4me3_WT_1_peak_2992
chrXIII	401438	402152	715	401667	219.00	39.05016	2.79663	38.02682	H3K4me3_WT_1_peak_2993
chrXIII	405042	406606	1565	405457	293.00	73.73153	3.59082	71.77284	H3K4me3_WT_1_peak_2994
chrXIII	408930	409863	934	409261	284.00	84.18032	4.11095	81.72068	H3K4me3_WT_1_peak_2995
chrXIII	410796	414080	3285	411714	285.00	76.58305	3.78220	74.50613	H3K4me3_WT_1_peak_2996
chrXIII	419793	420091	299	419963	127.00	8.28435	1.71974	7.65502	H3K4me3_WT_1_peak_2997
chrXIII	421794	422290	497	422067	203.00	28.68223	2.43900	27.81066	H3K4me3_WT_1_peak_2998
chrXIII	424268	425793	1526	425202	291.00	85.13054	4.06696	82.61961	H3K4me3_WT_1_peak_2999
chrXIII	429096	429844	749	429451	286.00	72.37537	3.60421	70.47134	H3K4me3_WT_1_peak_3000
chrXIII	430009	430608	600	430295	176.00	22.27757	2.29209	21.48573	H3K4me3_WT_1_peak_3001
chrXIII	434655	435623	969	434996	282.00	82.41606	4.05955	80.05345	H3K4me3_WT_1_peak_3002
chrXIII	439064	439858	795	439251	262.00	65.33305	3.55345	63.68877	H3K4me3_WT_1_peak_3003
chrXIII	442459	443188	730	442779	202.00	38.99858	2.93358	37.97625	H3K4me3_WT_1_peak_3004
chrXIII	444649	445273	625	444992	242.00	53.70300	3.24801	52.38375	H3K4me3_WT_1_peak_3005
chrXIII	447570	449193	1624	448115	283.00	73.10617	3.66249	71.17510	H3K4me3_WT_1_peak_3006
chrXIII	450831	451511	681	451129	266.00	72.31761	3.81074	70.41759	H3K4me3_WT_1_peak_3007
chrXIII	452874	453684	811	453368	282.00	81.80923	4.03356	79.47950	H3K4me3_WT_1_peak_3008
chrXIII	453895	454660	766	454107	258.00	63.47112	3.51464	61.88712	H3K4me3_WT_1_peak_3009
chrXIII	455748	456283	536	455922	156.00	18.90953	2.23259	18.15651	H3K4me3_WT_1_peak_3010
chrXIII	460068	460694	627	460341	247.00	50.84758	3.08338	49.59451	H3K4me3_WT_1_peak_3011
chrXIII	462126	462810	685	462473	253.00	60.37827	3.43185	58.88638	H3K4me3_WT_1_peak_3012
chrXIII	464302	465036	735	464565	263.00	67.20287	3.62273	65.49523	H3K4me3_WT_1_peak_3013
chrXIII	465862	466730	869	466147	239.00	50.60479	3.14055	49.35697	H3K4me3_WT_1_peak_3014
chrXIII	471750	472577	828	472269	210.00	41.57497	2.98686	40.50780	H3K4me3_WT_1_peak_3015
chrXIII	475204	475446	243	475363	131.00	8.09477	1.69178	7.46772	H3K4me3_WT_1_peak_3016
chrXIII	479912	480274	363	480095	140.00	14.61261	2.07277	13.90940	H3K4me3_WT_1_peak_3017
chrXIII	483805	484691	887	484136	268.00	76.11969	3.95444	74.06309	H3K4me3_WT_1_peak_3018
chrXIII	486476	487242	767	486731	266.00	49.42001	2.88754	48.19793	H3K4me3_WT_1_peak_3019
chrXIII	491487	492017	531	491802	221.00	37.93420	2.73286	36.92871	H3K4me3_WT_1_peak_3020
chrXIII	493214	494626	1413	493581	238.00	55.05281	3.34597	53.70104	H3K4me3_WT_1_peak_3021
chrXIII	494838	495557	720	495144	261.00	58.76966	3.29026	57.32053	H3K4me3_WT_1_peak_3022
chrXIII	497048	498175	1128	497797	249.00	51.84334	3.10824	50.56787	H3K4me3_WT_1_peak_3023
chrXIII	499919	500840	922	500518	288.00	86.38593	4.15614	83.80201	H3K4me3_WT_1_peak_3024
chrXIII	501348	502571	1224	501779	251.00	57.60950	3.33257	56.19230	H3K4me3_WT_1_peak_3025
chrXIII	505177	505749	573	505432	208.00	40.47251	2.95184	39.42522	H3K4me3_WT_1_peak_3026
chrXIII	508732	509335	604	509070	131.00	9.97578	1.81897	9.32652	H3K4me3_WT_1_peak_3027
chrXIII	509714	510451	738	510145	253.00	67.23111	3.73393	65.52074	H3K4me3_WT_1_peak_3028
chrXIII	511183	511704	522	511372	176.00	28.20494	2.60199	27.33969	H3K4me3_WT_1_peak_3029
chrXIII	513001	514017	1017	513716	248.00	58.53325	3.40116	57.09140	H3K4me3_WT_1_peak_3030
chrXIII	514135	515080	946	514697	240.00	57.91037	3.45469	56.48530	H3K4me3_WT_1_peak_3031
chrXIII	517443	518228	786	517915	226.00	40.17855	2.79441	39.13584	H3K4me3_WT_1_peak_3032
chrXIII	521548	522344	797	521838	239.00	38.57588	2.64138	37.56020	H3K4me3_WT_1_peak_3033
chrXIII	523044	523444	401	523289	161.00	17.18284	2.10660	16.44987	H3K4me3_WT_1_peak_3034
chrXIII	523605	524222	618	523815	228.00	36.20433	2.61259	35.22646	H3K4me3_WT_1_peak_3035
chrXIII	527765	528295	531	528008	225.00	45.37189	3.03119	44.23413	H3K4me3_WT_1_peak_3036
chrXIII	531980	532592	613	532230	268.00	49.68321	2.88414	48.45525	H3K4me3_WT_1_peak_3037
chrXIII	534077	535625	1549	534587	283.00	69.78589	3.53096	67.98405	H3K4me3_WT_1_peak_3038
chrXIII	537742	538228	487	538025	171.00	19.59701	2.18200	18.83605	H3K4me3_WT_1_peak_3039
chrXIII	539557	540145	589	539851	274.00	67.49109	3.52454	65.77248	H3K4me3_WT_1_peak_3040
chrXIII	541093	541963	871	541303	220.00	42.72550	2.95395	41.63782	H3K4me3_WT_1_peak_3041
chrXIII	544611	545637	1027	544877	200.00	34.79074	2.74552	33.83455	H3K4me3_WT_1_peak_3042
chrXIII	545802	546442	641	546110	242.00	50.59711	3.11441	49.35000	H3K4me3_WT_1_peak_3043
chrXIII	547587	548159	573	547770	268.00	68.33675	3.61882	66.58894	H3K4me3_WT_1_peak_3044
chrXIII	550214	551326	1113	551036	313.00	99.33309	4.38513	95.85160	H3K4me3_WT_1_peak_3045
chrXIII	551784	552886	1103	552108	296.00	82.07367	3.88644	79.73103	H3K4me3_WT_1_peak_3046
chrXIII	553173	553710	538	553460	189.00	33.37282	2.76496	32.43755	H3K4me3_WT_1_peak_3047
chrXIII	555941	556486	546	556279	188.00	30.85680	2.64539	29.95632	H3K4me3_WT_1_peak_3048
chrXIII	557714	558662	949	558366	305.00	84.36630	3.88194	81.89767	H3K4me3_WT_1_peak_3049
chrXIII	559132	559552	421	559296	178.00	29.05861	2.63139	28.18199	H3K4me3_WT_1_peak_3050
chrXIII	560045	561683	1639	561328	239.00	58.86438	3.50896	57.41309	H3K4me3_WT_1_peak_3051
chrXIII	562086	563600	1515	563220	243.00	59.29090	3.48567	57.82821	H3K4me3_WT_1_peak_3052
chrXIII	564331	565018	688	564524	268.00	70.03638	3.69053	68.22673	H3K4me3_WT_1_peak_3053
chrXIII	567699	569044	1346	568694	226.00	34.24287	2.54322	33.29488	H3K4me3_WT_1_peak_3054
chrXIII	570547	571065	519	570856	161.00	19.84233	2.25381	19.07872	H3K4me3_WT_1_peak_3055
chrXIII	571440	572732	1293	572317	280.00	79.21008	3.94638	77.01122	H3K4me3_WT_1_peak_3056
chrXIII	574342	575535	1194	575197	296.00	90.88670	4.24767	88.03615	H3K4me3_WT_1_peak_3057
chrXIII	577230	578272	1043	577889	287.00	81.86709	3.97746	79.53448	H3K4me3_WT_1_peak_3058
chrXIII	583414	584092	679	583667	230.00	42.67034	2.87201	41.58362	H3K4me3_WT_1_peak_3059
chrXIII	585959	586569	611	586363	234.00	53.57891	3.31906	52.26326	H3K4me3_WT_1_peak_3060
chrXIII	589106	589718	613	589548	199.00	30.81351	2.56330	29.91368	H3K4me3_WT_1_peak_3061
chrXIII	592046	592849	804	592619	281.00	81.19682	4.01930	78.89861	H3K4me3_WT_1_peak_3062
chrXIII	594119	595356	1238	594453	264.00	65.72234	3.54969	64.06457	H3K4me3_WT_1_peak_3063
chrXIII	598625	599280	656	599053	265.00	60.87976	3.34049	59.37370	H3K4me3_WT_1_peak_3064
chrXIII	600932	601251	320	601073	146.00	11.72050	1.86485	11.05093	H3K4me3_WT_1_peak_3065
chrXIII	605010	605830	821	605645	260.00	61.58358	3.41535	60.05645	H3K4me3_WT_1_peak_3066
chrXIII	606037	606649	613	606360	196.00	35.39758	2.80781	34.43189	H3K4me3_WT_1_peak_3067
chrXIII	608679	609048	370	608854	168.00	18.15718	2.12234	17.41291	H3K4me3_WT_1_peak_3068
chrXIII	611612	612108	497	611849	194.00	28.75653	2.49922	27.88403	H3K4me3_WT_1_peak_3069
chrXIII	616539	617002	464	616813	155.00	16.63061	2.10821	15.90398	H3K4me3_WT_1_peak_3070
chrXIII	618399	618880	482	618563	229.00	34.38083	2.53132	33.43032	H3K4me3_WT_1_peak_3071
chrXIII	619742	620359	618	619919	179.00	26.96176	2.51377	26.11250	H3K4me3_WT_1_peak_3072
chrXIII	622665	624270	1606	623052	264.00	63.93517	3.47499	62.33668	H3K4me3_WT_1_peak_3073
chrXIII	627241	628719	1479	627728	288.00	84.63364	4.08173	82.15212	H3K4me3_WT_1_peak_3074
chrXIII	628961	629373	413	629246	169.00	15.45755	1.97565	14.74463	H3K4me3_WT_1_peak_3075
chrXIII	632207	632968	762	632477	256.00	61.14154	3.43514	59.62741	H3K4me3_WT_1_peak_3076
chrXIII	635579	636053	475	635860	175.00	23.91672	2.38314	23.10553	H3K4me3_WT_1_peak_3077
chrXIII	636569	637886	1318	636925	259.00	54.59334	3.13864	53.25268	H3K4me3_WT_1_peak_3078
chrXIII	644940	645502	563	645161	219.00	35.26371	2.63030	34.30023	H3K4me3_WT_1_peak_3079
chrXIII	645603	645835	233	645729	122.00	6.61378	1.61734	6.00548	H3K4me3_WT_1_peak_3080
chrXIII	647001	647619	619	647279	265.00	65.59163	3.53421	63.93845	H3K4me3_WT_1_peak_3081
chrXIII	649900	650502	603	650139	261.00	55.75788	3.16893	54.38837	H3K4me3_WT_1_peak_3082
chrXIII	651030	651925	896	651229	283.00	78.72809	3.89203	76.55190	H3K4me3_WT_1_peak_3083
chrXIII	653864	654507	644	654170	223.00	47.52029	3.14729	46.33847	H3K4me3_WT_1_peak_3084
chrXIII	655034	655276	243	655157	122.00	8.21087	1.73446	7.58226	H3K4me3_WT_1_peak_3085
chrXIII	658655	660037	1383	659101	300.00	80.41131	3.78003	78.15109	H3K4me3_WT_1_peak_3086
chrXIII	662382	663164	783	662789	225.00	47.69007	3.13650	46.50470	H3K4me3_WT_1_peak_3087
chrXIII	664574	665440	867	664966	258.00	63.29240	3.50701	61.71391	H3K4me3_WT_1_peak_3088
chrXIII	666546	667175	630	666930	196.00	35.82696	2.82916	34.85452	H3K4me3_WT_1_peak_3089
chrXIII	667359	668114	756	667731	259.00	69.66275	3.77393	67.86485	H3K4me3_WT_1_peak_3090
chrXIII	668352	669215	864	668630	317.00	107.49763	4.67130	103.37284	H3K4me3_WT_1_peak_3091
chrXIII	670806	671412	607	671133	226.00	47.10382	3.10066	45.93097	H3K4me3_WT_1_peak_3092
chrXIII	673573	674844	1272	674397	283.00	85.37002	4.17495	82.84280	H3K4me3_WT_1_peak_3093
chrXIII	683567	684036	470	683858	195.00	31.40386	2.61980	30.49595	H3K4me3_WT_1_peak_3094
chrXIII	684351	685105	755	684640	268.00	68.33675	3.61882	66.58894	H3K4me3_WT_1_peak_3095
chrXIII	686714	688004	1291	687042	240.00	53.46581	3.25620	52.15181	H3K4me3_WT_1_peak_3096
chrXIII	689018	689673	656	689332	227.00	43.29072	2.92217	42.19255	H3K4me3_WT_1_peak_3097
chrXIII	692517	693842	1326	693430	271.00	77.94145	3.99854	75.80095	H3K4me3_WT_1_peak_3098
chrXIII	695239	695884	646	695458	190.00	34.37863	2.80780	33.42832	H3K4me3_WT_1_peak_3099
chrXIII	696700	697299	600	696876	230.00	54.35376	3.39582	53.01851	H3K4me3_WT_1_peak_3100
chrXIII	700397	701308	912	700943	283.00	85.37002	4.17495	82.84280	H3K4me3_WT_1_peak_3101
chrXIII	701661	702609	949	702071	276.00	77.32396	3.91225	75.21482	H3K4me3_WT_1_peak_3102
chrXIII	706347	707592	1246	706790	274.00	63.16075	3.35219	61.58716	H3K4me3_WT_1_peak_3103
chrXIII	712236	712944	709	712439	239.00	52.31122	3.21481	51.02480	H3K4me3_WT_1_peak_3104
chrXIII	714966	715563	598	715317	195.00	32.10666	2.65395	31.18938	H3K4me3_WT_1_peak_3105
chrXIII	715680	717140	1461	716162	294.00	92.37244	4.33666	89.42318	H3K4me3_WT_1_peak_3106
chrXIII	720188	721503	1316	721157	252.00	65.47880	3.66635	63.83070	H3K4me3_WT_1_peak_3107
chrXIII	721812	722520	709	722092	243.00	60.69024	3.54913	59.18959	H3K4me3_WT_1_peak_3108
chrXIII	723915	725109	1195	724299	244.00	55.23313	3.29595	53.87679	H3K4me3_WT_1_peak_3109
chrXIII	730458	731311	854	730944	259.00	70.74183	3.82214	68.90224	H3K4me3_WT_1_peak_3110
chrXIII	731714	732105	392	731884	165.00	18.36892	2.14965	17.62234	H3K4me3_WT_1_peak_3111
chrXIII	732282	733228	947	732576	286.00	85.60522	4.14748	83.06566	H3K4me3_WT_1_peak_3112
chrXIII	733372	734111	740	733641	240.00	46.71198	2.96675	45.54646	H3K4me3_WT_1_peak_3113
chrXIII	739095	739694	600	739282	232.00	45.39799	2.97402	44.25943	H3K4me3_WT_1_peak_3114
chrXIII	740125	740709	585	740358	242.00	44.92059	2.87768	43.79156	H3K4me3_WT_1_peak_3115
chrXIII	742142	744274	2133	743182	319.00	101.06356	4.38057	97.43794	H3K4me3_WT_1_peak_3116
chrXIII	746196	746828	633	746496	218.00	43.17125	2.99138	42.07528	H3K4me3_WT_1_peak_3117
chrXIII	749282	749808	527	749584	185.00	28.55637	2.55181	27.68681	H3K4me3_WT_1_peak_3118
chrXIII	750807	751371	565	751139	246.00	59.17608	3.44945	57.71690	H3K4me3_WT_1_peak_3119
chrXIII	751723	752832	1110	752185	264.00	73.71320	3.89564	71.75493	H3K4me3_WT_1_peak_3120
chrXIII	753204	754351	1148	754052	300.00	96.26716	4.42486	93.04151	H3K4me3_WT_1_peak_3121
chrXIII	755514	756353	840	755995	274.00	77.16121	3.92852	75.05871	H3K4me3_WT_1_peak_3122
chrXIII	758453	758910	458	758720	219.00	47.38645	3.17925	46.20762	H3K4me3_WT_1_peak_3123
chrXIII	759539	760372	834	759948	252.00	64.66763	3.63005	63.04583	H3K4me3_WT_1_peak_3124
chrXIII	762509	763168	660	762862	258.00	59.49462	3.34701	58.02638	H3K4me3_WT_1_peak_3125
chrXIII	767597	768221	625	767932	223.00	41.41308	2.87090	40.34923	H3K4me3_WT_1_peak_3126
chrXIII	769836	771247	1412	770198	226.00	42.81846	2.90935	41.72902	H3K4me3_WT_1_peak_3127
chrXIII	774737	774959	223	774878	115.00	6.90349	1.66437	6.29142	H3K4me3_WT_1_peak_3128
chrXIII	776800	777351	552	777050	206.00	34.37880	2.68058	33.42832	H3K4me3_WT_1_peak_3129
chrXIII	777857	778525	669	778099	260.00	61.24090	3.40107	59.72446	H3K4me3_WT_1_peak_3130
chrXIII	778857	779223	367	779016	206.00	35.59992	2.73747	34.63125	H3K4me3_WT_1_peak_3131
chrXIII	781801	782466	666	782298	223.00	34.10733	2.55555	33.16104	H3K4me3_WT_1_peak_3132
chrXIII	783726	784464	739	784115	239.00	52.62783	3.22869	51.33381	H3K4me3_WT_1_peak_3133
chrXIII	788451	788989	539	788803	236.00	49.85409	3.13420	48.62294	H3K4me3_WT_1_peak_3134
chrXIII	789346	789962	617	789708	295.00	68.48611	3.37698	66.73241	H3K4me3_WT_1_peak_3135
chrXIII	792766	794199	1434	793279	280.00	79.10535	3.94194	76.91343	H3K4me3_WT_1_peak_3136
chrXIII	794758	795496	739	795118	265.00	57.64463	3.21107	56.22569	H3K4me3_WT_1_peak_3137
chrXIII	795667	796282	616	796040	259.00	67.46999	3.67715	65.75213	H3K4me3_WT_1_peak_3138
chrXIII	797570	797954	385	797831	144.00	13.70504	1.99459	13.01237	H3K4me3_WT_1_peak_3139
chrXIII	798498	799012	515	798708	168.00	19.40484	2.18850	18.64623	H3K4me3_WT_1_peak_3140
chrXIII	801602	802196	595	801865	265.00	56.86415	3.18027	55.46602	H3K4me3_WT_1_peak_3141
chrXIII	803804	804797	994	804111	231.00	39.28522	2.72156	38.25793	H3K4me3_WT_1_peak_3142
chrXIII	805993	807346	1354	806354	286.00	67.04933	3.39874	65.34637	H3K4me3_WT_1_peak_3143
chrXIII	807804	808138	335	807979	176.00	23.22297	2.34073	22.42003	H3K4me3_WT_1_peak_3144
chrXIII	810315	810926	612	810710	253.00	59.87842	3.41040	58.39949	H3K4me3_WT_1_peak_3145
chrXIII	813648	814260	613	813956	238.00	45.75669	2.94213	44.61085	H3K4me3_WT_1_peak_3146
chrXIII	814910	815353	444	815148	224.00	32.88345	2.49835	31.95524	H3K4me3_WT_1_peak_3147
chrXIII	817958	819587	1630	818874	298.00	84.66915	3.96844	82.18652	H3K4me3_WT_1_peak_3148
chrXIII	820070	820799	730	820298	286.00	78.77675	3.86097	76.59833	H3K4me3_WT_1_peak_3149
chrXIII	822701	823323	623	822926	260.00	57.44201	3.24500	56.02893	H3K4me3_WT_1_peak_3150
chrXIII	832388	832732	345	832602	132.00	9.57266	1.78769	8.92807	H3K4me3_WT_1_peak_3151
chrXIII	834676	835215	540	835024	242.00	45.59395	2.90528	44.45152	H3K4me3_WT_1_peak_3152
chrXIII	836400	837181	782	836598	214.00	37.80637	2.77841	36.80296	H3K4me3_WT_1_peak_3153
chrXIII	838101	838534	434	838252	187.00	28.74237	2.54673	27.87034	H3K4me3_WT_1_peak_3154
chrXIII	841076	842216	1141	841436	252.00	48.96335	2.96790	47.75130	H3K4me3_WT_1_peak_3155
chrXIII	844899	846008	1110	845265	293.00	75.40787	3.65529	73.38326	H3K4me3_WT_1_peak_3156
chrXIII	848591	849168	578	848791	262.00	64.25267	3.50782	62.64474	H3K4me3_WT_1_peak_3157
chrXIII	851013	851703	691	851374	250.00	57.91220	3.35494	56.48671	H3K4me3_WT_1_peak_3158
chrXIII	852465	853209	745	852773	259.00	69.30818	3.75817	67.52381	H3K4me3_WT_1_peak_3159
chrXIII	854733	855181	449	854889	156.00	19.08809	2.24283	18.33330	H3K4me3_WT_1_peak_3160
chrXIII	856298	857420	1123	857101	254.00	65.82533	3.65959	64.16519	H3K4me3_WT_1_peak_3161
chrXIII	858315	859038	724	858791	298.00	91.34972	4.24220	88.46899	H3K4me3_WT_1_peak_3162
chrXIII	860247	861092	846	860721	287.00	80.81642	3.93387	78.53864	H3K4me3_WT_1_peak_3163
chrXIII	861466	862626	1161	862154	286.00	83.87952	4.07380	81.43866	H3K4me3_WT_1_peak_3164
chrXIII	863730	864264	535	863982	248.00	46.38129	2.89374	45.22297	H3K4me3_WT_1_peak_3165
chrXIII	864834	865386	553	865183	246.00	50.35231	3.07094	49.11020	H3K4me3_WT_1_peak_3166
chrXIII	866554	867308	755	867035	250.00	46.64416	2.89004	45.48022	H3K4me3_WT_1_peak_3167
chrXIII	869234	869757	524	869530	184.00	30.35844	2.65133	29.46480	H3K4me3_WT_1_peak_3168
chrXIII	871949	872773	825	872475	293.00	84.45553	4.01583	81.98277	H3K4me3_WT_1_peak_3169
chrXIII	872920	873513	594	873074	193.00	29.43442	2.53861	28.55343	H3K4me3_WT_1_peak_3170
chrXIII	874762	875319	558	875069	226.00	49.40727	3.20607	48.18552	H3K4me3_WT_1_peak_3171
chrXIII	879746	880249	504	880080	179.00	24.66692	2.39566	23.84650	H3K4me3_WT_1_peak_3172
chrXIII	885818	886390	573	886130	161.00	17.02379	2.09785	16.29260	H3K4me3_WT_1_peak_3173
chrXIII	886921	887703	783	887194	256.00	53.84318	3.13277	52.52049	H3K4me3_WT_1_peak_3174
chrXIII	891565	892453	889	892258	300.00	67.81171	3.31273	66.08096	H3K4me3_WT_1_peak_3175
chrXIII	894657	895591	935	895316	310.00	85.09698	3.85895	82.58762	H3K4me3_WT_1_peak_3176
chrXIII	896176	896794	619	896615	235.00	45.43644	2.95185	44.29725	H3K4me3_WT_1_peak_3177
chrXIII	896989	897724	736	897456	301.00	87.91640	4.06540	85.24117	H3K4me3_WT_1_peak_3178
chrXIII	898332	898860	529	898538	218.00	37.84031	2.75025	36.83644	H3K4me3_WT_1_peak_3179
chrXIII	900745	901389	645	901182	246.00	48.18910	2.98171	46.99306	H3K4me3_WT_1_peak_3180
chrXIII	901576	902298	723	901901	301.00	84.03325	3.91080	81.58481	H3K4me3_WT_1_peak_3181
chrXIII	902662	903325	664	902914	240.00	48.13386	3.02654	46.93890	H3K4me3_WT_1_peak_3182
chrXIII	904701	905396	696	904866	126.00	8.71579	1.75395	8.08117	H3K4me3_WT_1_peak_3183
chrXIII	910328	910841	514	910638	236.00	49.39997	3.11438	48.17842	H3K4me3_WT_1_peak_3184
chrXIII	911634	912365	732	912036	286.00	84.49426	4.09994	82.01904	H3K4me3_WT_1_peak_3185
chrXIII	913933	914644	712	914221	204.00	38.71151	2.90192	37.69355	H3K4me3_WT_1_peak_3186
chrXIII	915778	916132	355	915883	128.00	7.78362	1.68099	7.16034	H3K4me3_WT_1_peak_3187
chrXIV	16988	17496	509	17360	171.00	21.82565	2.29901	21.03894	H3K4me3_WT_1_peak_3188
chrXIV	18734	19399	666	19200	261.00	70.06155	3.76872	68.24928	H3K4me3_WT_1_peak_3189
chrXIV	22207	23433	1227	23133	222.00	48.92674	3.22261	47.71534	H3K4me3_WT_1_peak_3190
chrXIV	27775	28450	676	28250	227.00	48.36415	3.14883	47.16489	H3K4me3_WT_1_peak_3191
chrXIV	30958	32391	1434	32033	241.00	60.17373	3.54736	58.68730	H3K4me3_WT_1_peak_3192
chrXIV	33416	34355	940	34042	305.00	91.89158	4.17974	88.97440	H3K4me3_WT_1_peak_3193
chrXIV	34580	35320	741	34861	283.00	84.84884	4.15227	82.35161	H3K4me3_WT_1_peak_3194
chrXIV	37579	38147	569	37838	240.00	48.86102	3.05734	47.65110	H3K4me3_WT_1_peak_3195
chrXIV	40562	41171	610	40752	274.00	71.76057	3.69954	69.88270	H3K4me3_WT_1_peak_3196
chrXIV	42408	43224	817	42929	260.00	66.04610	3.60458	64.37857	H3K4me3_WT_1_peak_3197
chrXIV	43621	44995	1375	44154	277.00	71.95335	3.67641	70.06584	H3K4me3_WT_1_peak_3198
chrXIV	47474	48126	653	47869	239.00	51.21857	3.16716	49.95633	H3K4me3_WT_1_peak_3199
chrXIV	48226	48879	654	48405	183.00	27.94949	2.53554	27.08752	H3K4me3_WT_1_peak_3200
chrXIV	51199	53168	1970	51555	286.00	77.56715	3.81160	75.44563	H3K4me3_WT_1_peak_3201
chrXIV	55378	55976	599	55767	284.00	72.73379	3.63774	70.81531	H3K4me3_WT_1_peak_3202
chrXIV	57098	58722	1625	57603	316.00	101.28682	4.42703	97.64768	H3K4me3_WT_1_peak_3203
chrXIV	59208	59913	706	59677	252.00	65.53580	3.66890	63.88400	H3K4me3_WT_1_peak_3204
chrXIV	60213	60878	666	60451	215.00	44.90804	3.09988	43.77951	H3K4me3_WT_1_peak_3205
chrXIV	62037	63059	1023	62765	274.00	72.14568	3.71558	70.25131	H3K4me3_WT_1_peak_3206
chrXIV	63567	64680	1114	64419	279.00	82.86900	4.11615	80.48120	H3K4me3_WT_1_peak_3207
chrXIV	66462	66978	517	66739	209.00	35.08738	2.69147	34.12637	H3K4me3_WT_1_peak_3208
chrXIV	68645	69453	809	68886	243.00	56.69676	3.36979	55.30249	H3K4me3_WT_1_peak_3209
chrXIV	75974	77271	1298	76483	286.00	84.18624	4.08683	81.72617	H3K4me3_WT_1_peak_3210
chrXIV	79858	81229	1372	80291	295.00	86.26669	4.06722	83.68946	H3K4me3_WT_1_peak_3211
chrXIV	82714	83271	558	82913	247.00	46.58843	2.90925	45.42592	H3K4me3_WT_1_peak_3212
chrXIV	85478	86753	1276	86322	250.00	50.85646	3.05963	49.60280	H3K4me3_WT_1_peak_3213
chrXIV	88013	88224	212	88082	114.00	6.39487	1.62828	5.78946	H3K4me3_WT_1_peak_3214
chrXIV	90067	90791	725	90399	290.00	81.57968	3.93176	79.26305	H3K4me3_WT_1_peak_3215
chrXIV	91700	92411	712	91981	285.00	76.97971	3.79832	74.88482	H3K4me3_WT_1_peak_3216
chrXIV	95059	95681	623	95268	204.00	27.55901	2.38240	26.70219	H3K4me3_WT_1_peak_3217
chrXIV	103375	104709	1335	103885	265.00	72.81393	3.84401	70.89235	H3K4me3_WT_1_peak_3218
chrXIV	106146	107152	1007	106683	222.00	50.10167	3.27822	48.86458	H3K4me3_WT_1_peak_3219
